dataset_id,table,role,column,column_present,n_rows,n_null,n_empty_string,n_special_token,n_missing_total,pct_missing,n_suspicious,suspicious_rule,n_nonstandard_format
mushroom_observer,fungi_all_images,provider,,False,1925687,,,,,,,,
mushroom_observer,fungi_colombia_observations,observation_id,observation_id,True,21019,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
mushroom_observer,fungi_colombia_observations,image_id,,False,21019,,,,,,,,
mushroom_observer,fungi_colombia_observations,image_file,,False,21019,,,,,,,,
mushroom_observer,fungi_colombia_observations,url,,False,21019,,,,,,,,
mushroom_observer,fungi_colombia_observations,taxon_label,name_text,True,21019,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
mushroom_observer,fungi_colombia_observations,species,species_derived,True,21019,18534.0,0.0,0.0,18534.0,88.177,0.0,,0.0
mushroom_observer,fungi_colombia_observations,genus,genus_derived,True,21019,9755.0,0.0,0.0,9755.0,46.41,0.0,,0.0
mushroom_observer,fungi_colombia_observations,family,family_derived,True,21019,9914.0,0.0,0.0,9914.0,47.167,0.0,,0.0
mushroom_observer,fungi_colombia_observations,order,order,True,21019,7400.0,0.0,0.0,7400.0,35.206,0.0,,0.0
mushroom_observer,fungi_colombia_observations,date,obs_date,True,21019,0.0,0.0,0.0,0.0,0.0,0.0,"date unparsable or year outside [1800, current]; non-standard = not ISO 8601",0.0
mushroom_observer,fungi_colombia_observations,latitude,lat,True,21019,9926.0,0.0,0.0,9926.0,47.224,0.0,"lat outside [-90,90], unparsable, or (lat,lon)==(0,0)",0.0
mushroom_observer,fungi_colombia_observations,longitude,lng,True,21019,9926.0,0.0,0.0,9926.0,47.224,0.0,"lon outside [-180,180] or unparsable",0.0
mushroom_observer,fungi_colombia_observations,country,country_derived,True,21019,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
mushroom_observer,fungi_colombia_observations,region,location_name,True,21019,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
mushroom_observer,fungi_colombia_observations,substrate,,False,21019,,,,,,,,
mushroom_observer,fungi_colombia_observations,habitat,,False,21019,,,,,,,,
mushroom_observer,fungi_colombia_observations,climate,,False,21019,,,,,,,,
mushroom_observer,fungi_colombia_observations,license,,False,21019,,,,,,,,
mushroom_observer,fungi_colombia_observations,author,,False,21019,,,,,,,,
mushroom_observer,fungi_colombia_observations,provider,,False,21019,,,,,,,,
mushroom_observer,fungi_colombia_images,observation_id,observation_id,True,61359,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
mushroom_observer,fungi_colombia_images,image_id,image_id,True,61359,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
mushroom_observer,fungi_colombia_images,image_file,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,url,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,taxon_label,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,species,species_derived,True,61359,52742.0,0.0,0.0,52742.0,85.956,0.0,,0.0
mushroom_observer,fungi_colombia_images,genus,genus_derived,True,61359,27213.0,0.0,0.0,27213.0,44.35,0.0,,0.0
mushroom_observer,fungi_colombia_images,family,family_derived,True,61359,27635.0,0.0,0.0,27635.0,45.038,0.0,,0.0
mushroom_observer,fungi_colombia_images,order,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,date,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,latitude,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,longitude,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,country,country_derived,True,61359,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
mushroom_observer,fungi_colombia_images,region,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,substrate,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,habitat,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,climate,,False,61359,,,,,,,,
mushroom_observer,fungi_colombia_images,license,license,True,61359,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
mushroom_observer,fungi_colombia_images,author,author,True,61359,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
mushroom_observer,fungi_colombia_images,provider,,False,61359,,,,,,,,
df20,train+public_test,observation_id,gbifID,True,295938,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
df20,train+public_test,image_id,ImageUniqueID,True,295938,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
df20,train+public_test,image_file,image_path,True,295938,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
df20,train+public_test,url,,False,295938,,,,,,,,
df20,train+public_test,taxon_label,,False,295938,,,,,,,,
df20,train+public_test,species,species,True,295938,32.0,0.0,0.0,32.0,0.011,0.0,,0.0
df20,train+public_test,genus,genus,True,295938,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
df20,train+public_test,family,family,True,295938,2633.0,0.0,0.0,2633.0,0.89,0.0,,0.0
df20,train+public_test,order,order,True,295938,174.0,0.0,0.0,174.0,0.059,0.0,,0.0
df20,train+public_test,date,eventDate,True,295938,17.0,0.0,0.0,17.0,0.006,0.0,"date unparsable or year outside [1800, current]; non-standard = not ISO 8601",0.0
df20,train+public_test,latitude,Latitude,True,295938,1.0,0.0,0.0,1.0,0.0,9.0,"lat outside [-90,90], unparsable, or (lat,lon)==(0,0)",0.0
df20,train+public_test,longitude,Longitude,True,295938,1.0,0.0,0.0,1.0,0.0,0.0,"lon outside [-180,180] or unparsable",0.0
df20,train+public_test,country,level0Name,True,295938,1206.0,0.0,0.0,1206.0,0.408,0.0,,0.0
df20,train+public_test,region,level1Name,True,295938,1206.0,0.0,0.0,1206.0,0.408,0.0,,0.0
df20,train+public_test,substrate,Substrate,True,295938,1526.0,0.0,0.0,1526.0,0.516,0.0,,0.0
df20,train+public_test,habitat,Habitat,True,295938,1092.0,0.0,0.0,1092.0,0.369,0.0,,0.0
df20,train+public_test,climate,,False,295938,,,,,,,,
df20,train+public_test,license,,False,295938,,,,,,,,
df20,train+public_test,author,rightsHolder,True,295938,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
df20,train+public_test,provider,,False,295938,,,,,,,,
