dataset_id,table,level,taxon,n_images,n_observations
fungitastic,full_union,species,Pholiota squarrosa,1582.0,839.0
fungitastic,full_union,species,Cerioporus varius,1579.0,746.0
fungitastic,full_union,species,Amanita fulva,1553.0,831.0
fungitastic,full_union,species,Micarea lignaria,1549.0,770.0
fungitastic,full_union,species,Hygrocybe conica,1539.0,886.0
fungitastic,full_union,species,Scleroderma citrinum,1534.0,886.0
fungitastic,full_union,species,Phlebia radiata,1530.0,949.0
fungitastic,full_union,species,Lepista nuda,1523.0,800.0
fungitastic,full_union,species,Russula ochroleuca,1514.0,812.0
fungitastic,full_union,species,Paralepista flaccida,1495.0,846.0
fungitastic,full_union,species,Phellinus pomaceus,1471.0,841.0
fungitastic,full_union,species,Xerocomellus pruinatus,1470.0,685.0
fungitastic,full_union,species,Gymnopilus spectabilis,1469.0,726.0
fungitastic,full_union,species,Candolleomyces candolleanus,1466.0,752.0
fungitastic,full_union,species,Xerocomellus chrysenteron,1465.0,706.0
fungitastic,full_union,species,Paxillus involutus,1454.0,777.0
fungitastic,full_union,species,Hygrophoropsis aurantiaca,1451.0,906.0
fungitastic,full_union,species,Helvella crispa,1445.0,997.0
fungitastic,full_union,species,Russula adusta,1418.0,749.0
fungitastic,full_union,species,Mycetinis alliaceus,1415.0,926.0
fungitastic,full_union,species,Ramaria stricta,1398.0,929.0
fungitastic,full_union,species,Clitopilus prunulus,1389.0,834.0
fungitastic,full_union,species,Cuphophyllus pratensis,1386.0,883.0
fungitastic,full_union,species,Cylindrobasidium evolvens,1385.0,872.0
fungitastic,full_union,species,Panellus stipticus,1375.0,813.0
fungitastic,full_union,species,Lacrymaria lacrymabunda,1366.0,653.0
fungitastic,full_union,species,Exidia glandulosa,1362.0,858.0
fungitastic,full_union,species,Phallus impudicus,1356.0,975.0
fungitastic,full_union,species,Mycena rosea,1354.0,793.0
fungitastic,full_union,species,Fuscoporia ferrea,1352.0,684.0
fungitastic,full_union,species,Marasmius oreades,1349.0,781.0
fungitastic,full_union,species,Bolbitius titubans,1349.0,691.0
fungitastic,full_union,species,Chlorophyllum olivieri,1348.0,575.0
fungitastic,full_union,species,Gliophorus psittacinus,1335.0,913.0
fungitastic,full_union,species,Xanthoria parietina,1326.0,1097.0
fungitastic,full_union,species,Laetiporus sulphureus,1321.0,799.0
fungitastic,full_union,species,Hypoxylon fragiforme,1313.0,834.0
fungitastic,full_union,species,Tricholomopsis rutilans,1312.0,707.0
fungitastic,full_union,species,Gloeophyllum sepiarium,1308.0,741.0
fungitastic,full_union,species,Flammulina velutipes,1296.0,687.0
fungitastic,full_union,species,Coprinellus disseminatus,1267.0,741.0
fungitastic,full_union,species,Dacrymyces stillatus,1264.0,839.0
fungitastic,full_union,species,Coprinopsis picacea,1262.0,984.0
fungitastic,full_union,species,Lycogala epidendrum,1261.0,832.0
fungitastic,full_union,species,Parmelia sulcata,1252.0,905.0
fungitastic,full_union,species,Apioperdon pyriforme,1245.0,778.0
fungitastic,full_union,species,Peniophora incarnata,1244.0,873.0
fungitastic,full_union,species,Stropharia cyanea,1242.0,562.0
fungitastic,full_union,species,Ischnoderma resinosum,1221.0,657.0
fungitastic,full_union,species,Pseudoclitocybe cyathiformis,1212.0,643.0
fungitastic,full_union,species,Ganoderma pfeifferi,1191.0,615.0
fungitastic,full_union,species,Jackrogersella multiformis,1186.0,740.0
fungitastic,full_union,species,Hygrocybe coccinea,1183.0,686.0
fungitastic,full_union,species,Tricholoma scalpturatum,1179.0,685.0
fungitastic,full_union,species,Heterobasidion annosum,1179.0,607.0
fungitastic,full_union,species,Skeletocutis nemoralis,1165.0,555.0
fungitastic,full_union,species,Ascocoryne sarcoides,1164.0,780.0
fungitastic,full_union,species,Caloboletus radicans,1150.0,562.0
fungitastic,full_union,species,Hymenochaete rubiginosa,1128.0,723.0
fungitastic,full_union,species,Lepiota cristata,1121.0,674.0
fungitastic,full_union,species,Lactarius blennius,1120.0,609.0
fungitastic,full_union,species,Cystoderma amianthinum,1108.0,698.0
fungitastic,full_union,species,Agaricus xanthodermus,1104.0,550.0
fungitastic,full_union,species,Crepidotus mollis,1097.0,536.0
fungitastic,full_union,species,Calocera viscosa,1095.0,886.0
fungitastic,full_union,species,Stereum subtomentosum,1093.0,632.0
fungitastic,full_union,species,Stereum rugosum,1090.0,648.0
fungitastic,full_union,species,Macrolepiota procera,1087.0,553.0
fungitastic,full_union,species,Mycena crocata,1074.0,628.0
fungitastic,full_union,species,Sarcoscypha austriaca,1074.0,575.0
fungitastic,full_union,species,Lactarius quietus,1074.0,568.0
fungitastic,full_union,species,Calocybe gambosa,1074.0,555.0
fungitastic,full_union,species,Mycena haematopus,1072.0,622.0
fungitastic,full_union,species,Podofomes mollis,1068.0,624.0
fungitastic,full_union,species,Craterellus tubaeformis,1046.0,694.0
fungitastic,full_union,species,Tapinella atrotomentosa,1044.0,592.0
fungitastic,full_union,species,Megacollybia platyphylla,1043.0,514.0
fungitastic,full_union,species,Tylopilus felleus,1036.0,585.0
fungitastic,full_union,species,Cyanosporus caesius,1036.0,579.0
fungitastic,full_union,species,Reticularia lycoperdon,1032.0,593.0
fungitastic,full_union,species,Xylodon radula,1030.0,619.0
fungitastic,full_union,species,Sarcomyxa serotina,1030.0,525.0
fungitastic,full_union,species,Tricholoma sulphureum,1026.0,604.0
fungitastic,full_union,species,Galerina marginata,1024.0,537.0
fungitastic,full_union,species,Cantharellus cibarius,1021.0,683.0
fungitastic,full_union,species,Peniophora quercina,1018.0,677.0
fungitastic,full_union,species,Armillaria ostoyae,1018.0,526.0
fungitastic,full_union,species,Xanthoporia radiata,1015.0,542.0
fungitastic,full_union,species,Geastrum michelianum,1014.0,585.0
fungitastic,full_union,species,Lactarius deterrimus,1012.0,570.0
fungitastic,full_union,species,Rhodocollybia asema,1011.0,562.0
fungitastic,full_union,species,Fistulina hepatica,1001.0,599.0
fungitastic,full_union,species,Clitocybe fragrans,1000.0,611.0
fungitastic,full_union,species,Agaricus campestris,988.0,503.0
fungitastic,full_union,species,Polyporus tuberaster,972.0,473.0
fungitastic,full_union,species,Volvopluteus gloiocephalus,970.0,468.0
fungitastic,full_union,species,Agaricus augustus,965.0,451.0
fungitastic,full_union,species,Psathyrella piluliformis,961.0,530.0
fungitastic,full_union,species,Trametes ochracea,960.0,480.0
fungitastic,full_union,species,Rickenella fibula,959.0,592.0
fungitastic,full_union,species,Amanita pantherina,952.0,502.0
fungitastic,full_union,species,Collybiopsis confluens,950.0,525.0
fungitastic,full_union,species,Xerocomus ferrugineus,946.0,380.0
fungitastic,full_union,species,Nectria cinnabarina,938.0,603.0
fungitastic,full_union,species,Marasmius rotula,934.0,527.0
fungitastic,full_union,species,Agaricus arvensis,931.0,430.0
fungitastic,full_union,species,Suillus luteus,930.0,503.0
fungitastic,full_union,species,Laccaria proxima,927.0,478.0
fungitastic,full_union,species,Pleurotus pulmonarius,917.0,484.0
fungitastic,full_union,species,Bjerkandera fumosa,917.0,378.0
fungitastic,full_union,species,Amanita phalloides,911.0,513.0
fungitastic,full_union,species,Russula vesca,901.0,453.0
fungitastic,full_union,species,Collybiopsis peronata,899.0,467.0
fungitastic,full_union,species,Coprinopsis atramentaria,896.0,504.0
fungitastic,full_union,species,Lactarius necator,894.0,483.0
fungitastic,full_union,species,Russula cyanoxantha,894.0,459.0
fungitastic,full_union,species,Thelephora terrestris,892.0,544.0
fungitastic,full_union,species,Schizopora paradoxa,891.0,499.0
fungitastic,full_union,species,Postia ptychogaster,887.0,514.0
fungitastic,full_union,species,Ischnoderma benzoinum,881.0,464.0
fungitastic,full_union,species,Infundibulicybe geotropa,878.0,458.0
fungitastic,full_union,species,Tubifera ferruginosa,876.0,530.0
fungitastic,full_union,species,Agaricus impudicus,876.0,383.0
fungitastic,full_union,species,Pseudohydnum gelatinosum,872.0,522.0
fungitastic,full_union,species,Lenzites betulinus,866.0,495.0
fungitastic,full_union,species,Mycena epipterygia,866.0,481.0
fungitastic,full_union,species,Hygrocybe chlorophana,864.0,527.0
fungitastic,full_union,species,Kretzschmaria deusta,848.0,538.0
fungitastic,full_union,species,Xylodon subtropicus,843.0,452.0
fungitastic,full_union,species,Chalciporus piperatus,838.0,469.0
fungitastic,full_union,species,Calocera cornea,833.0,573.0
fungitastic,full_union,species,Hygrocybe punicea,833.0,485.0
fungitastic,full_union,species,Hypholoma capnoides,832.0,454.0
fungitastic,full_union,species,Hypoxylon petriniae,830.0,515.0
fungitastic,full_union,species,Boletus reticulatus,830.0,426.0
fungitastic,full_union,species,Leucoagaricus nympharum,829.0,438.0
fungitastic,full_union,species,Exidia thuretiana,822.0,573.0
fungitastic,full_union,species,Myxarium nucleatum,819.0,566.0
fungitastic,full_union,species,Otidea onotica,814.0,456.0
fungitastic,full_union,species,Trichaptum abietinum,808.0,459.0
fungitastic,full_union,species,Ramalina fastigiata,804.0,629.0
fungitastic,full_union,species,Panaeolus papilionaceus,803.0,410.0
fungitastic,full_union,species,Fuligo septica,802.0,543.0
fungitastic,full_union,species,Gymnopus dryophilus,800.0,466.0
fungitastic,full_union,species,Caloboletus calopus,790.0,396.0
fungitastic,full_union,species,Rhodocollybia maculata,788.0,422.0
fungitastic,full_union,species,Calycina citrina,786.0,462.0
fungitastic,full_union,species,Lepista personata,783.0,434.0
fungitastic,full_union,species,Tricholoma terreum,774.0,452.0
fungitastic,full_union,species,Phloeomana speirea,761.0,341.0
fungitastic,full_union,species,Evernia prunastri,759.0,596.0
fungitastic,full_union,species,Jackrogersella cohaerens,747.0,498.0
fungitastic,full_union,species,Lactarius pubescens,747.0,373.0
fungitastic,full_union,species,Panaeolina foenisecii,746.0,388.0
fungitastic,full_union,species,Lentinus substrictus,744.0,350.0
fungitastic,full_union,species,Parasola conopilea,742.0,411.0
fungitastic,full_union,species,Xerocomellus cisalpinus,739.0,293.0
fungitastic,full_union,species,Coprinopsis lagopus,738.0,397.0
fungitastic,full_union,species,Helvella lacunosa,737.0,447.0
fungitastic,full_union,species,Xylaria longipes,736.0,467.0
fungitastic,full_union,species,Protostropharia semiglobata,731.0,370.0
fungitastic,full_union,species,Hydnoporia tabacina,730.0,434.0
fungitastic,full_union,species,Lyophyllum decastes,728.0,404.0
fungitastic,full_union,species,Pholiota gummosa,726.0,364.0
fungitastic,full_union,species,Echinoderma asperum,724.0,346.0
fungitastic,full_union,species,Coniophora puteana,722.0,389.0
fungitastic,full_union,species,Aleuria aurantia,719.0,449.0
fungitastic,full_union,species,Lycoperdon nigrescens,714.0,471.0
fungitastic,full_union,species,Gliophorus laetus,709.0,455.0
fungitastic,full_union,species,Hygrocybe acutoconica,709.0,358.0
fungitastic,full_union,species,Steccherinum ochraceum,705.0,399.0
fungitastic,full_union,species,Hydnum repandum,701.0,410.0
fungitastic,full_union,species,Agrocybe praecox,701.0,332.0
fungitastic,full_union,species,Cortinarius elatior,698.0,334.0
fungitastic,full_union,species,Sparassis crispa,691.0,513.0
fungitastic,full_union,species,Amanita citrina,691.0,353.0
fungitastic,full_union,species,Pluteus salicinus,691.0,324.0
fungitastic,full_union,species,Mycena tintinnabulum,689.0,378.0
fungitastic,full_union,species,Cortinarius anserinus,688.0,344.0
fungitastic,full_union,species,Agaricus sylvicola,688.0,288.0
fungitastic,full_union,species,Lycoperdon excipuliforme,685.0,421.0
fungitastic,full_union,species,Strobilomyces strobilaceus,685.0,398.0
fungitastic,full_union,species,Scleroderma verrucosum,680.0,366.0
fungitastic,full_union,species,Physcia tenella,678.0,581.0
fungitastic,full_union,species,Xylaria polymorpha,678.0,383.0
fungitastic,full_union,species,Hypogymnia physodes,675.0,515.0
fungitastic,full_union,species,Lecanora chlarotera,674.0,531.0
fungitastic,full_union,species,Hortiboletus bubalinus,672.0,293.0
fungitastic,full_union,species,Bovistella utriformis,667.0,395.0
fungitastic,full_union,species,Lactarius rufus,665.0,358.0
fungitastic,full_union,species,Leotia lubrica,664.0,485.0
fungitastic,full_union,species,Lactarius subdulcis,664.0,345.0
fungitastic,full_union,species,Ascocoryne cylichnium,660.0,436.0
fungitastic,full_union,species,Calcipostia guttulata,658.0,351.0
fungitastic,full_union,species,Cordyceps militaris,655.0,492.0
fungitastic,full_union,species,Lecidella elaeochroma,654.0,461.0
fungitastic,full_union,species,Crucibulum crucibuliforme,654.0,375.0
fungitastic,full_union,species,Strobilurus esculentus,653.0,364.0
fungitastic,full_union,species,Hortiboletus rubellus,653.0,301.0
fungitastic,full_union,species,Cortinarius torvus,652.0,362.0
fungitastic,full_union,species,Butyriboletus appendiculatus,648.0,304.0
fungitastic,full_union,species,Baeospora myosura,647.0,367.0
fungitastic,full_union,species,Hapalopilus rutilans,647.0,315.0
fungitastic,full_union,species,Mensularia nodulosa,645.0,348.0
fungitastic,full_union,species,Bulgaria inquinans,639.0,380.0
fungitastic,full_union,species,Hygrocybe cantharellus,639.0,346.0
fungitastic,full_union,species,Mycena vitilis,637.0,302.0
fungitastic,full_union,species,Leucoagaricus leucothites,637.0,280.0
fungitastic,full_union,species,Eutypa spinosa,636.0,391.0
fungitastic,full_union,species,Mycena pelianthina,633.0,342.0
fungitastic,full_union,species,Calvatia gigantea,630.0,466.0
fungitastic,full_union,species,Lactarius tabidus,629.0,331.0
fungitastic,full_union,species,Hericium coralloides,628.0,376.0
fungitastic,full_union,species,Chromocyphella muscicola,628.0,278.0
fungitastic,full_union,species,Russula paludosa,627.0,328.0
fungitastic,full_union,species,Neoantrodia serialis,625.0,318.0
fungitastic,full_union,species,Suillus variegatus,616.0,288.0
fungitastic,full_union,species,Suillus bovinus,614.0,334.0
fungitastic,full_union,species,Cortinarius bolaris,612.0,332.0
fungitastic,full_union,species,Tricholoma ustale,609.0,363.0
fungitastic,full_union,species,Tricholoma argyraceum,609.0,328.0
fungitastic,full_union,species,Ganoderma lucidum,607.0,325.0
fungitastic,full_union,species,Agaricus bitorquis,606.0,317.0
fungitastic,full_union,species,Armillaria mellea,604.0,319.0
fungitastic,full_union,species,Mycena galopus,604.0,313.0
fungitastic,full_union,species,Gomphidius glutinosus,601.0,366.0
fungitastic,full_union,species,Lycoperdon pratense,600.0,330.0
fungitastic,full_union,species,Chlorophyllum rhacodes,600.0,247.0
fungitastic,full_union,species,Pholiota adiposa,598.0,339.0
fungitastic,full_union,species,Clavulinopsis corniculata,597.0,431.0
fungitastic,full_union,species,Pithya vulgaris,597.0,359.0
fungitastic,full_union,species,Phaeoclavulina eumorpha,595.0,408.0
fungitastic,full_union,species,Diatrype disciformis,592.0,369.0
fungitastic,full_union,species,Rhytisma acerinum,591.0,442.0
fungitastic,full_union,species,Suillus granulatus,591.0,336.0
fungitastic,full_union,species,Daldinia concentrica,585.0,230.0
fungitastic,full_union,species,Hypoxylon fuscum,581.0,343.0
fungitastic,full_union,species,Suillus cavipes,581.0,306.0
fungitastic,full_union,species,Cortinarius malicorius,580.0,330.0
fungitastic,full_union,species,Collybiopsis ramealis,579.0,270.0
fungitastic,full_union,species,Phlyctis argena,577.0,387.0
fungitastic,full_union,species,Xerocomellus porosporus,576.0,282.0
fungitastic,full_union,species,Bispora pallescens,575.0,385.0
fungitastic,full_union,species,Craterellus cornucopioides,573.0,397.0
fungitastic,full_union,species,Abortiporus biennis,573.0,267.0
fungitastic,full_union,species,Mutinus caninus,572.0,419.0
fungitastic,full_union,species,Typhula fistulosa,571.0,384.0
fungitastic,full_union,species,Amanita virosa,569.0,316.0
fungitastic,full_union,species,Lactarius deliciosus,569.0,310.0
fungitastic,full_union,species,Cortinarius largus,568.0,250.0
fungitastic,full_union,species,Tricholoma fulvum,565.0,328.0
fungitastic,full_union,species,Amanita porphyria,564.0,264.0
fungitastic,full_union,species,Lactarius helvus,562.0,294.0
fungitastic,full_union,species,Russula xerampelina,562.0,291.0
fungitastic,full_union,species,Russula rosea,560.0,322.0
fungitastic,full_union,species,Leccinum versipelle,554.0,269.0
fungitastic,full_union,species,Aspropaxillus giganteus,554.0,251.0
fungitastic,full_union,species,Inocybe geophylla,553.0,328.0
fungitastic,full_union,species,Gliophorus irrigatus,550.0,324.0
fungitastic,full_union,species,Hypholoma lateritium,548.0,303.0
fungitastic,full_union,species,Hygrophorus eburneus,547.0,340.0
fungitastic,full_union,species,Ganoderma adspersum,546.0,232.0
fungitastic,full_union,species,Vuilleminia comedens,545.0,364.0
fungitastic,full_union,species,Picipes badius,545.0,276.0
fungitastic,full_union,species,Russula recondita,543.0,302.0
fungitastic,full_union,species,Hygrocybe reidii,539.0,320.0
fungitastic,full_union,species,Agrocybe pediades,535.0,280.0
fungitastic,full_union,species,Serpula himantioides,533.0,314.0
fungitastic,full_union,species,Mycena polygramma,532.0,260.0
fungitastic,full_union,species,Pycnoporellus fulgens,531.0,298.0
fungitastic,full_union,species,Crepidotus cesatii,528.0,263.0
fungitastic,full_union,species,Chlorociboria aeruginascens,524.0,312.0
fungitastic,full_union,species,Mycena pseudocorticola,524.0,274.0
fungitastic,full_union,species,Panellus mitis,523.0,267.0
fungitastic,full_union,species,Psilocybe coronilla,520.0,280.0
fungitastic,full_union,species,Auriscalpium vulgare,519.0,337.0
fungitastic,full_union,species,Phaeolepiota aurea,519.0,278.0
fungitastic,full_union,species,Protoparmeliopsis muralis,518.0,380.0
fungitastic,full_union,species,Infundibulicybe gibba,516.0,292.0
fungitastic,full_union,species,Hygrocybe insipida,512.0,297.0
fungitastic,full_union,species,Mycena sanguinolenta,512.0,275.0
fungitastic,full_union,species,Skeletocutis amorpha,506.0,291.0
fungitastic,full_union,species,Russula depallens,503.0,252.0
fungitastic,full_union,species,Pseudoinonotus dryadeus,500.0,253.0
fungitastic,full_union,species,Phragmidium violaceum,500.0,232.0
fungitastic,full_union,species,Phellinopsis conchata,496.0,262.0
fungitastic,full_union,species,Ramalina farinacea,494.0,377.0
fungitastic,full_union,species,Cantharellus pallens,491.0,305.0
fungitastic,full_union,species,Russula olivacea,491.0,282.0
fungitastic,full_union,species,Exidia recisa,490.0,335.0
fungitastic,full_union,species,Diatrype decorticata,490.0,295.0
fungitastic,full_union,species,Deconica horizontalis,489.0,255.0
fungitastic,full_union,species,Xylaria carpophila,488.0,408.0
fungitastic,full_union,species,Trichoderma europaeum,488.0,267.0
fungitastic,full_union,species,Lyomyces sambuci,485.0,375.0
fungitastic,full_union,species,Oxyporus populinus,483.0,216.0
fungitastic,full_union,species,Rickenella swartzii,481.0,291.0
fungitastic,full_union,species,Mycena inclinata,479.0,286.0
fungitastic,full_union,species,Mycena leptocephala,478.0,271.0
fungitastic,full_union,species,Russula queletii,474.0,287.0
fungitastic,full_union,species,Lactarius pallidus,472.0,283.0
fungitastic,full_union,species,Physcia adscendens,471.0,395.0
fungitastic,full_union,species,Ampulloclitocybe clavipes,471.0,279.0
fungitastic,full_union,species,Ochrolechia frigida,471.0,236.0
fungitastic,full_union,species,Phellinus populicola,469.0,221.0
fungitastic,full_union,species,Cladonia floerkeana,468.0,277.0
fungitastic,full_union,species,Calloria urticae,467.0,337.0
fungitastic,full_union,species,Lactarius pyrogalus,464.0,279.0
fungitastic,full_union,species,Dacrymyces lacrymalis,463.0,273.0
fungitastic,full_union,species,Resupinatus trichotis,460.0,197.0
fungitastic,full_union,species,Physisporinus vitreus,459.0,249.0
fungitastic,full_union,species,Uromyces ficariae,459.0,222.0
fungitastic,full_union,species,Ceratiomyxa fruticulosa,456.0,278.0
fungitastic,full_union,species,Candelariella vitellina,455.0,288.0
fungitastic,full_union,species,Tyromyces lacteus,455.0,229.0
fungitastic,full_union,species,Daedalea xantha,455.0,205.0
fungitastic,full_union,species,Cyathus striatus,453.0,287.0
fungitastic,full_union,species,Cyanosporus alni,453.0,235.0
fungitastic,full_union,species,Hygrophorus pustulatus,450.0,294.0
fungitastic,full_union,species,Lentinellus ursinus,447.0,214.0
fungitastic,full_union,species,Erysiphe alphitoides,446.0,318.0
fungitastic,full_union,species,Russula solaris,443.0,257.0
fungitastic,full_union,species,Lactarius torminosus,441.0,222.0
fungitastic,full_union,species,Russula foetens,438.0,250.0
fungitastic,full_union,species,Clitocybe metachroa,437.0,238.0
fungitastic,full_union,species,Neohygrocybe nitrata,435.0,259.0
fungitastic,full_union,species,Hypholoma marginatum,431.0,276.0
fungitastic,full_union,species,Peziza varia,431.0,241.0
fungitastic,full_union,species,Leucocybe connata,431.0,234.0
fungitastic,full_union,species,Arrhenia retiruga,429.0,250.0
fungitastic,full_union,species,Grifola frondosa,429.0,228.0
fungitastic,full_union,species,Lichenomphalia umbellifera,428.0,239.0
fungitastic,full_union,species,Macrolepiota mastoidea,428.0,183.0
fungitastic,full_union,species,Scleroderma areolatum,427.0,268.0
fungitastic,full_union,species,Cladonia portentosa,426.0,293.0
fungitastic,full_union,species,Stereum sanguinolentum,423.0,311.0
fungitastic,full_union,species,Scutellinia scutellata,423.0,225.0
fungitastic,full_union,species,Entoloma clypeatum,422.0,202.0
fungitastic,full_union,species,Lachnum virgineum,418.0,190.0
fungitastic,full_union,species,Atheniella flavoalba,416.0,235.0
fungitastic,full_union,species,Tulostoma brumale,416.0,234.0
fungitastic,full_union,species,Cortinarius alboviolaceus,416.0,233.0
fungitastic,full_union,species,Cladonia scabriuscula,414.0,250.0
fungitastic,full_union,species,Paragymnopus perforans,414.0,244.0
fungitastic,full_union,species,Russula atropurpurea,414.0,239.0
fungitastic,full_union,species,Phellinus igniarius,413.0,259.0
fungitastic,full_union,species,Peltigera hymenina,413.0,168.0
fungitastic,full_union,species,Russula violeipes,412.0,214.0
fungitastic,full_union,species,Tricholoma sciodes,408.0,229.0
fungitastic,full_union,species,Mycena metata,408.0,201.0
fungitastic,full_union,species,Phaeotremella frondosa,407.0,249.0
fungitastic,full_union,species,Erythricium aurantiacum,406.0,292.0
fungitastic,full_union,species,Leccinum albostipitatum,406.0,172.0
fungitastic,full_union,species,Encoelia furfuracea,404.0,235.0
fungitastic,full_union,species,Meruliopsis taxicola,403.0,235.0
fungitastic,full_union,species,Leccinum aurantiacum,403.0,187.0
fungitastic,full_union,species,Glaucomaria rupicola,401.0,252.0
fungitastic,full_union,species,Lentinellus cochleatus,401.0,235.0
fungitastic,full_union,species,Steccherinum fimbriatum,399.0,269.0
fungitastic,full_union,species,Diatrypella quercina,399.0,189.0
fungitastic,full_union,species,Pleurotus dryinus,399.0,188.0
fungitastic,full_union,species,Paxillus obscurisporus,399.0,171.0
fungitastic,full_union,species,Russula claroflava,397.0,236.0
fungitastic,full_union,species,Russula fragilis,397.0,194.0
fungitastic,full_union,species,Phaeophyscia orbicularis,396.0,275.0
fungitastic,full_union,species,Dermoloma cuneifolium,396.0,244.0
fungitastic,full_union,species,Melanelixia subaurifera,396.0,244.0
fungitastic,full_union,species,Mycena aetites,395.0,227.0
fungitastic,full_union,species,Puccinia suaveolens,394.0,250.0
fungitastic,full_union,species,Lophodermium pinastri,392.0,257.0
fungitastic,full_union,species,Lepiota magnispora,389.0,189.0
fungitastic,full_union,species,Russula chloroides,388.0,222.0
fungitastic,full_union,species,Russula nobilis,388.0,218.0
fungitastic,full_union,species,Leccinum variicolor,384.0,197.0
fungitastic,full_union,species,Puccinia malvacearum,384.0,188.0
fungitastic,full_union,species,Radulomyces confluens,383.0,255.0
fungitastic,full_union,species,Deconica montana,382.0,236.0
fungitastic,full_union,species,Glutinoglossum glutinosum,378.0,177.0
fungitastic,full_union,species,Helvella elastica,375.0,227.0
fungitastic,full_union,species,Physcia caesia,373.0,263.0
fungitastic,full_union,species,Russula virescens,373.0,217.0
fungitastic,full_union,species,Lactifluus vellereus,373.0,190.0
fungitastic,full_union,species,Exidiopsis effusa,372.0,246.0
fungitastic,full_union,species,Entoloma chalybeum,372.0,188.0
fungitastic,full_union,species,Russula aeruginea,371.0,195.0
fungitastic,full_union,species,Lycoperdon echinatum,370.0,273.0
fungitastic,full_union,species,Scytinostroma hemidichophyticum,370.0,235.0
fungitastic,full_union,species,Botryobasidium aureum,369.0,243.0
fungitastic,full_union,species,Mycena arcangeliana,369.0,160.0
fungitastic,full_union,species,Amaropostia stiptica,368.0,185.0
fungitastic,full_union,species,Mycena tenerrima,368.0,178.0
fungitastic,full_union,species,Cyanoboletus pulverulentus,367.0,175.0
fungitastic,full_union,species,Craterellus undulatus,366.0,241.0
fungitastic,full_union,species,Trichaptum fuscoviolaceum,365.0,229.0
fungitastic,full_union,species,Phleogena faginea,365.0,168.0
fungitastic,full_union,species,Gloeophyllum odoratum,364.0,205.0
fungitastic,full_union,species,Pluteus umbrosus,364.0,190.0
fungitastic,full_union,species,Inonotus cuticularis,364.0,158.0
fungitastic,full_union,species,Cladonia diversa,363.0,259.0
fungitastic,full_union,species,Gymnopus fusipes,362.0,222.0
fungitastic,full_union,species,Cladonia furcata,362.0,210.0
fungitastic,full_union,species,Pseudevernia furfuracea,360.0,244.0
fungitastic,full_union,species,Russula fellea,360.0,220.0
fungitastic,full_union,species,Tubaria conspersa,360.0,186.0
fungitastic,full_union,species,Phyllotopsis nidulans,359.0,163.0
fungitastic,full_union,species,Pluteus phlebophorus,358.0,189.0
fungitastic,full_union,species,Badhamia utricularis,358.0,125.0
fungitastic,full_union,species,Lycoperdon lividum,357.0,196.0
fungitastic,full_union,species,Clitocybe rivulosa,355.0,235.0
fungitastic,full_union,species,Coltricia perennis,355.0,207.0
fungitastic,full_union,species,Leptosphaeria acuta,355.0,163.0
fungitastic,full_union,species,Ascodichaena rugosa,354.0,230.0
fungitastic,full_union,species,Crinipellis scabella,353.0,215.0
fungitastic,full_union,species,Discina ancilis,353.0,210.0
fungitastic,full_union,species,Lactarius camphoratus,353.0,205.0
fungitastic,full_union,species,Cladonia ramulosa,352.0,177.0
fungitastic,full_union,species,Lepiota castanea,350.0,197.0
fungitastic,full_union,species,Cuphophyllus flavipes,350.0,185.0
fungitastic,full_union,species,Psathyrella spadiceogrisea,349.0,181.0
fungitastic,full_union,species,Trichoderma aureoviride,349.0,177.0
fungitastic,full_union,species,Uromyces dactylidis,348.0,167.0
fungitastic,full_union,species,Entoloma sericeum,346.0,178.0
fungitastic,full_union,species,Cladonia rangiformis,344.0,193.0
fungitastic,full_union,species,Macrocystidia cucumis,342.0,207.0
fungitastic,full_union,species,Xerocomus subtomentosus,342.0,154.0
fungitastic,full_union,species,Amanita gemmata,341.0,178.0
fungitastic,full_union,species,Phellodon tomentosus,340.0,185.0
fungitastic,full_union,species,Britzelmayria multipedata,340.0,179.0
fungitastic,full_union,species,Entoloma prunuloides,339.0,184.0
fungitastic,full_union,species,Peltigera membranacea,339.0,133.0
fungitastic,full_union,species,Glyphium elatum,338.0,197.0
fungitastic,full_union,species,Inonotus obliquus,337.0,218.0
fungitastic,full_union,species,Calocybe carnea,336.0,192.0
fungitastic,full_union,species,Clavariadelphus pistillaris,335.0,237.0
fungitastic,full_union,species,Protomyces macrosporus,335.0,210.0
fungitastic,full_union,species,Mycoacia uda,335.0,190.0
fungitastic,full_union,species,Diatrype bullata,334.0,235.0
fungitastic,full_union,species,Hebeloma mesophaeum,332.0,187.0
fungitastic,full_union,species,Cortinarius rubellus,331.0,166.0
fungitastic,full_union,species,Scleroderma bovista,331.0,157.0
fungitastic,full_union,species,Lachnella alboviolascens,330.0,143.0
fungitastic,full_union,species,Gyromitra esculenta,329.0,181.0
fungitastic,full_union,species,Macrolepiota excoriata,329.0,149.0
fungitastic,full_union,species,Ganoderma resinaceum,327.0,133.0
fungitastic,full_union,species,Neobulgaria pura,326.0,217.0
fungitastic,full_union,species,Clitopilus hobsonii,326.0,162.0
fungitastic,full_union,species,Urocystis eranthidis,325.0,205.0
fungitastic,full_union,species,Conocybe apala,325.0,177.0
fungitastic,full_union,species,Mycena olivaceomarginata,325.0,158.0
fungitastic,full_union,species,Hypogymnia tubulosa,324.0,271.0
fungitastic,full_union,species,Pholiota flammans,324.0,197.0
